Id,WnvPresent
124,-3.922364
125,-3.922364
126,-3.922364
127,-3.922364
128,-3.922364
129,-4.1185565
130,-4.1185565
131,-4.1185565
132,-4.1185565
133,-4.1185565
134,-4.1185565
135,-4.1185565
136,-4.1185565
137,-3.7439046
138,-3.7439046
139,-3.7439046
140,-3.7439046
141,-3.7439046
142,-3.7439046
143,-3.7439046
144,-3.7439046
145,-3.954124
146,-3.954124
147,-3.954124
148,-3.954124
149,-3.954124
150,-3.954124
151,-3.954124
152,-3.954124
153,-4.015966
154,-4.015966
155,-4.015966
156,-4.015966
157,-4.015966
158,-4.015966
159,-4.015966
160,-4.015966
161,-4.0805054
162,-4.0805054
163,-4.0805054
164,-4.0805054
165,-4.0805054
166,-4.0805054
167,-4.0805054
168,-4.0805054
169,-4.102774
170,-4.102774
171,-4.102774
172,-4.102774
173,-4.102774
174,-4.102774
175,-4.102774
176,-4.102774
177,-4.1023135
178,-4.1023135
179,-4.1023135
180,-4.1023135
181,-4.1023135
182,-4.1023135
183,-4.1023135
184,-4.1023135
185,-3.8070912
186,-3.8070912
187,-3.8070912
188,-3.8070912
189,-3.8070912
190,-3.8070912
191,-3.8070912
192,-3.8070912
193,-4.0701237
194,-4.0701237
195,-4.0701237
196,-4.0701237
197,-4.0701237
198,-4.0701237
199,-4.0701237
200,-4.0701237
201,-4.1777906
202,-4.1777906
203,-4.1777906
204,-4.1777906
205,-4.1777906
206,-4.1777906
207,-4.1777906
208,-4.1777906
209,-3.6054373
210,-3.6054373
211,-3.6054373
212,-3.6054373
213,-3.6054373
214,-3.6054373
215,-3.6054373
216,-3.6054373
217,-4.0861745
218,-4.0861745
219,-4.0861745
220,-4.0861745
221,-4.0861745
222,-4.0861745
223,-4.0861745
224,-4.0861745
225,-4.0318074
226,-4.0318074
227,-4.0318074
228,-4.0318074
229,-4.0318074
230,-4.0318074
231,-4.0318074
232,-4.0318074
233,-3.419809
234,-3.419809
235,-3.419809
236,-3.419809
237,-3.419809
238,-3.419809
239,-3.419809
240,-3.419809
241,-4.0844965
242,-4.0844965
243,-4.0844965
244,-4.0844965
245,-4.0844965
246,-4.0844965
247,-4.0844965
248,-4.0844965
249,-4.020695
250,-4.020695
251,-4.020695
252,-4.020695
253,-4.020695
254,-4.020695
255,-4.020695
256,-4.020695
257,-4.0318074
258,-4.0318074
259,-4.0318074
260,-4.0318074
261,-4.0318074
262,-4.0318074
263,-4.0318074
264,-4.0318074
265,-3.9353516
266,-3.9353516
267,-3.9353516
268,-3.9353516
269,-3.9353516
270,-3.9353516
271,-3.9353516
272,-3.9353516
273,-3.9787827
274,-3.9787827
275,-3.9787827
276,-3.9787827
277,-3.9787827
278,-3.9787827
279,-3.9787827
280,-3.9787827
281,-3.8549213
282,-3.8549213
283,-3.8549213
284,-3.8549213
285,-3.8549213
286,-3.8549213
287,-3.8549213
288,-3.8549213
289,-4.088317
290,-4.088317
291,-4.088317
292,-4.088317
293,-4.088317
294,-4.088317
295,-4.088317
296,-4.088317
297,-4.1432443
298,-4.1432443
299,-4.1432443
300,-4.1432443
301,-4.1432443
302,-4.1432443
303,-4.1432443
304,-4.1432443
305,-4.340696
306,-4.340696
307,-4.340696
308,-4.340696
309,-4.340696
310,-4.340696
311,-4.340696
312,-4.340696
313,-4.1361213
314,-4.1361213
315,-4.1361213
316,-4.1361213
317,-4.1361213
318,-4.1361213
319,-4.1361213
320,-4.1361213
321,-3.4754622
322,-3.4754622
323,-3.4754622
324,-3.4754622
325,-3.4754622
326,-3.4754622
327,-3.4754622
328,-3.4754622
329,-3.6197634
330,-3.6197634
331,-3.6197634
332,-3.6197634
333,-3.6197634
334,-3.6197634
335,-3.6197634
336,-3.6197634
337,-4.0186605
338,-4.0186605
339,-4.0186605
340,-4.0186605
341,-4.0186605
342,-4.0186605
343,-4.0186605
344,-4.0186605
345,-3.8428335
346,-3.8428335
347,-3.8428335
348,-3.8428335
349,-3.8428335
350,-3.8428335
351,-3.8428335
352,-3.8428335
353,-4.0283723
354,-4.0283723
355,-4.0283723
356,-4.0283723
357,-4.0283723
358,-4.0283723
359,-4.0283723
360,-4.0283723
361,-4.1022635
362,-4.1022635
363,-4.1022635
364,-4.1022635
365,-4.1022635
366,-4.1022635
367,-4.1022635
368,-4.1022635
369,-4.0497665
370,-4.0497665
371,-4.0497665
372,-4.0497665
373,-4.0497665
374,-4.0497665
375,-4.0497665
376,-4.0497665
377,-4.1042724
378,-4.1042724
379,-4.1042724
380,-4.1042724
381,-4.1042724
382,-4.1042724
383,-4.1042724
384,-4.1042724
385,-4.150268
386,-4.150268
387,-4.150268
388,-4.150268
389,-4.150268
390,-4.150268
391,-4.150268
392,-4.150268
393,-4.156227
394,-4.156227
395,-4.156227
396,-4.156227
397,-4.156227
398,-4.156227
399,-4.156227
400,-4.156227
401,-4.193258
402,-4.193258
403,-4.193258
404,-4.193258
405,-4.193258
406,-4.193258
407,-4.193258
408,-4.193258
409,-4.1795983
410,-4.1795983
411,-4.1795983
412,-4.1795983
413,-4.1795983
414,-4.1795983
415,-4.1795983
416,-4.1795983
417,-4.230259
418,-4.230259
419,-4.230259
420,-4.230259
421,-4.230259
422,-4.230259
423,-4.230259
424,-4.230259
425,-4.1771083
426,-4.1771083
427,-4.1771083
428,-4.1771083
429,-4.1771083
430,-4.1771083
431,-4.1771083
432,-4.1771083
433,-4.205772
434,-4.205772
435,-4.205772
436,-4.205772
437,-4.205772
438,-4.205772
439,-4.205772
440,-4.205772
441,-3.6940787
442,-3.6940787
443,-3.6940787
444,-3.6940787
445,-3.6940787
446,-3.6940787
447,-3.6940787
448,-3.6940787
449,-4.1771083
450,-4.1771083
451,-4.1771083
452,-4.1771083
453,-4.1771083
454,-4.1771083
455,-4.1771083
456,-4.1771083
457,-3.4551384
458,-3.4551384
459,-3.4551384
460,-3.4551384
461,-3.4551384
462,-3.4551384
463,-3.4551384
464,-3.4551384
465,-4.078545
466,-4.078545
467,-4.078545
468,-4.078545
469,-4.078545
470,-4.078545
471,-4.078545
472,-4.078545
473,-4.135912
474,-4.135912
475,-4.135912
476,-4.135912
477,-4.135912
478,-4.135912
479,-4.135912
480,-4.135912
481,-4.0677414
482,-4.0677414
483,-4.0677414
484,-4.0677414
485,-4.0677414
486,-4.0677414
487,-4.0677414
488,-4.0677414
489,-4.0435185
490,-4.0435185
491,-4.0435185
492,-4.0435185
493,-4.0435185
494,-4.0435185
495,-4.0435185
496,-4.0435185
497,-4.094036
498,-4.094036
499,-4.094036
500,-4.094036
501,-4.094036
502,-4.094036
503,-4.094036
504,-4.094036
505,-3.6563501
506,-3.6563501
507,-3.6563501
508,-3.6563501
509,-3.6563501
510,-3.6563501
511,-3.6563501
512,-3.6563501
513,-4.0836463
514,-4.0836463
515,-4.0836463
516,-4.0836463
517,-4.0836463
518,-4.0836463
519,-4.0836463
520,-4.0836463
521,-4.103759
522,-4.103759
523,-4.103759
524,-4.103759
525,-4.103759
526,-4.103759
527,-4.103759
528,-4.103759
529,-4.0583158
530,-4.0583158
531,-4.0583158
532,-4.0583158
533,-4.0583158
534,-4.0583158
535,-4.0583158
536,-4.0583158
537,-4.1022635
538,-4.1022635
539,-4.1022635
540,-4.1022635
541,-4.1022635
542,-4.1022635
543,-4.1022635
544,-4.1022635
545,-4.487305
546,-4.487305
547,-4.487305
548,-4.487305
549,-4.487305
550,-4.487305
551,-4.487305
552,-4.487305
553,-3.4101467
554,-3.4101467
555,-3.4101467
556,-3.4101467
557,-3.4101467
558,-3.4101467
559,-3.4101467
560,-3.4101467
561,-4.1558228
562,-4.1558228
563,-4.1558228
564,-4.1558228
565,-4.1558228
566,-4.1558228
567,-4.1558228
568,-4.1558228
569,-4.0928164
570,-4.0928164
571,-4.0928164
572,-4.0928164
573,-4.0928164
574,-4.0928164
575,-4.0928164
576,-4.0928164
577,-4.230767
578,-4.230767
579,-4.230767
580,-4.230767
581,-4.230767
582,-4.230767
583,-4.230767
584,-4.230767
585,-3.9716656
586,-3.9716656
587,-3.9716656
588,-3.9716656
589,-3.9716656
590,-3.9716656
591,-3.9716656
592,-3.9716656
593,-4.2539134
594,-4.2539134
595,-4.2539134
596,-4.2539134
597,-4.2539134
598,-4.2539134
599,-4.2539134
600,-4.2539134
601,-3.9860353
602,-3.9860353
603,-3.9860353
604,-3.9860353
605,-3.9860353
606,-3.9860353
607,-3.9860353
608,-3.9860353
609,-4.0094066
610,-4.0094066
611,-4.0094066
612,-4.0094066
613,-4.0094066
614,-4.0094066
615,-4.0094066
616,-4.0094066
617,-3.9733589
618,-3.9733589
619,-3.9733589
620,-3.9733589
621,-3.9733589
622,-3.9733589
623,-3.9733589
624,-3.9733589
625,-3.8724794
626,-3.8724794
627,-3.8724794
628,-3.8724794
629,-3.8724794
630,-3.8724794
631,-3.8724794
632,-3.8724794
633,-4.032929
634,-4.032929
635,-4.032929
636,-4.032929
637,-4.032929
638,-4.032929
639,-4.032929
640,-4.032929
641,-3.8114922
642,-3.8114922
643,-3.8114922
644,-3.8114922
645,-3.8114922
646,-3.8114922
647,-3.8114922
648,-3.8114922
649,-3.99093
650,-3.99093
651,-3.99093
652,-3.99093
653,-3.99093
654,-3.99093
655,-3.99093
656,-3.99093
657,-4.02324
658,-4.02324
659,-4.02324
660,-4.02324
661,-4.02324
662,-4.02324
663,-4.02324
664,-4.02324
665,-3.9410574
666,-3.9410574
667,-3.9410574
668,-3.9410574
669,-3.9410574
670,-3.9410574
671,-3.9410574
672,-3.9410574
673,-3.9217293
674,-3.9217293
675,-3.9217293
676,-3.9217293
677,-3.9217293
678,-3.9217293
679,-3.9217293
680,-3.9217293
681,-4.1181273
682,-4.1181273
683,-4.1181273
684,-4.1181273
685,-4.1181273
686,-4.1181273
687,-4.1181273
688,-4.1181273
689,-3.920664
690,-3.920664
691,-3.920664
692,-3.920664
693,-3.920664
694,-3.920664
695,-3.920664
696,-3.920664
697,-4.071244
698,-4.071244
699,-4.071244
700,-4.071244
701,-4.071244
702,-4.071244
703,-4.071244
704,-4.071244
705,-3.9995222
706,-3.9995222
707,-3.9995222
708,-3.9995222
709,-3.9995222
710,-3.9995222
711,-3.9995222
712,-3.9995222
713,-4.1020803
714,-4.1020803
715,-4.1020803
716,-4.1020803
717,-4.1020803
718,-4.1020803
719,-4.1020803
720,-4.1020803
721,-3.9147666
722,-3.9147666
723,-3.9147666
724,-3.9147666
725,-3.9147666
726,-3.9147666
727,-3.9147666
728,-3.9147666
729,-4.126302
730,-4.126302
731,-4.126302
732,-4.126302
733,-4.126302
734,-4.126302
735,-4.126302
736,-4.126302
737,-4.178797
738,-4.178797
739,-4.178797
740,-4.178797
741,-4.178797
742,-4.178797
743,-4.178797
744,-4.178797
745,-4.031527
746,-4.031527
747,-4.031527
748,-4.031527
749,-4.031527
750,-4.031527
751,-4.031527
752,-4.031527
753,-3.8502257
754,-3.8502257
755,-3.8502257
756,-3.8502257
757,-3.8502257
758,-3.8502257
759,-3.8502257
760,-3.8502257
761,-4.206264
762,-4.206264
763,-4.206264
764,-4.206264
765,-4.206264
766,-4.206264
767,-4.206264
768,-4.206264
769,-3.5786784
770,-3.5786784
771,-3.5786784
772,-3.5786784
773,-3.5786784
774,-3.5786784
775,-3.5786784
776,-3.5786784
777,-3.7756393
778,-3.7756393
779,-3.7756393
780,-3.7756393
781,-3.7756393
782,-3.7756393
783,-3.7756393
784,-3.7756393
785,-3.80872
786,-3.80872
787,-3.80872
788,-3.80872
789,-3.80872
790,-3.80872
791,-3.80872
792,-3.80872
793,-3.8169098
794,-3.8169098
795,-3.8169098
796,-3.8169098
797,-3.8169098
798,-3.8169098
799,-3.8169098
800,-3.8169098
801,-4.0706143
802,-4.0706143
803,-4.0706143
804,-4.0706143
805,-4.0706143
806,-4.0706143
807,-4.0706143
808,-4.0706143
809,-3.6096227
810,-3.6096227
811,-3.6096227
812,-3.6096227
813,-3.6096227
814,-3.6096227
815,-3.6096227
816,-3.6096227
817,-3.6088808
818,-3.6088808
819,-3.6088808
820,-3.6088808
821,-3.6088808
822,-3.6088808
823,-3.6088808
824,-3.6088808
825,-3.7838178
826,-3.7838178
827,-3.7838178
828,-3.7838178
829,-3.7838178
830,-3.7838178
831,-3.7838178
832,-3.7838178
833,-3.810828
834,-3.810828
835,-3.810828
836,-3.810828
837,-3.810828
838,-3.810828
839,-3.810828
840,-3.810828
841,-3.9044192
842,-3.9044192
843,-3.9044192
844,-3.9044192
845,-3.9044192
846,-3.9044192
847,-3.9044192
848,-3.9044192
849,-3.8479927
850,-3.8479927
851,-3.8479927
852,-3.8479927
853,-3.8479927
854,-3.8479927
855,-3.8479927
856,-3.8479927
857,-3.5701668
858,-3.5701668
859,-3.5701668
860,-3.5701668
861,-3.5701668
862,-3.5701668
863,-3.5701668
864,-3.5701668
865,-4.003066
866,-4.003066
867,-4.003066
868,-4.003066
869,-4.003066
870,-4.003066
871,-4.003066
872,-4.003066
873,-3.6088808
874,-3.6088808
875,-3.6088808
876,-3.6088808
877,-3.6088808
878,-3.6088808
879,-3.6088808
880,-3.6088808
881,-4.0295267
882,-4.0295267
883,-4.0295267
884,-4.0295267
885,-4.0295267
886,-4.0295267
887,-4.0295267
888,-4.0295267
889,-3.6088808
890,-3.6088808
891,-3.6088808
892,-3.6088808
893,-3.6088808
894,-3.6088808
895,-3.6088808
896,-3.6088808
897,-4.0812798
898,-4.0812798
899,-4.0812798
900,-4.0812798
901,-4.0812798
902,-4.0812798
903,-4.0812798
904,-4.0812798
905,-3.8908224
906,-3.8908224
907,-3.8908224
908,-3.8908224
909,-3.8908224
910,-3.8908224
911,-3.8908224
912,-3.8908224
913,-3.9978967
914,-3.9978967
915,-3.9978967
916,-3.9978967
917,-3.9978967
918,-3.9978967
919,-3.9978967
920,-3.9978967
921,-3.6096227
922,-3.6096227
923,-3.6096227
924,-3.6096227
925,-3.6096227
926,-3.6096227
927,-3.6096227
928,-3.6096227
929,-4.0122743
930,-4.0122743
931,-4.0122743
932,-4.0122743
933,-4.0122743
934,-4.0122743
935,-4.0122743
936,-4.0122743
937,-3.954124
938,-3.954124
939,-3.954124
940,-3.954124
941,-3.954124
942,-3.954124
943,-3.954124
944,-3.954124
945,-3.9082983
946,-3.9082983
947,-3.9082983
948,-3.9082983
949,-3.9082983
950,-3.9082983
951,-3.9082983
952,-3.9082983
953,-3.5488164
954,-3.5488164
955,-3.5488164
956,-3.5488164
957,-3.5488164
958,-3.5488164
959,-3.5488164
960,-3.5488164
961,-4.440932
962,-4.440932
963,-4.440932
964,-4.440932
965,-4.440932
966,-4.440932
967,-4.440932
968,-4.440932
969,-3.5495584
970,-3.5495584
971,-3.5495584
972,-3.5495584
973,-3.5495584
974,-3.5495584
975,-3.5495584
976,-3.5495584
977,-3.8756697
978,-3.8756697
979,-3.8756697
980,-3.8756697
981,-3.8756697
982,-3.8756697
983,-3.8756697
984,-3.8756697
985,-3.8987799
986,-3.8987799
987,-3.8987799
988,-3.8987799
989,-3.8987799
990,-3.8987799
991,-3.8987799
992,-3.8987799
993,-3.80872
994,-3.80872
995,-3.80872
996,-3.80872
997,-3.80872
998,-3.80872
999,-3.80872
1000,-3.80872
1001,-3.9632733
1002,-3.9632733
1003,-3.9632733
1004,-3.9632733
1005,-3.9632733
1006,-3.9632733
1007,-3.9632733
1008,-3.9632733
1009,-4.084369
1010,-4.084369
1011,-4.084369
1012,-4.084369
1013,-4.084369
1014,-4.084369
1015,-4.084369
1016,-4.084369
1017,-4.066602
1018,-4.066602
1019,-4.066602
1020,-4.066602
1021,-4.066602
1022,-4.066602
1023,-4.066602
1024,-4.066602
1025,-4.022473
1026,-4.022473
1027,-4.022473
1028,-4.022473
1029,-4.022473
1030,-4.022473
1031,-4.022473
1032,-4.022473
1033,-4.085509
1034,-4.085509
1035,-4.085509
1036,-4.085509
1037,-4.085509
1038,-4.085509
1039,-4.085509
1040,-4.085509
1041,-3.441936
1042,-3.441936
1043,-3.441936
1044,-3.441936
1045,-3.441936
1046,-3.441936
1047,-3.441936
1048,-3.441936
1049,-3.5342364
1050,-3.5342364
1051,-3.5342364
1052,-3.5342364
1053,-3.5342364
1054,-3.5342364
1055,-3.5342364
1056,-3.5342364
1057,-3.936786
1058,-3.936786
1059,-3.936786
1060,-3.936786
1061,-3.936786
1062,-3.936786
1063,-3.936786
1064,-3.936786
1065,-4.125048
1066,-4.125048
1067,-4.125048
1068,-4.125048
1069,-4.125048
1070,-4.125048
1071,-4.125048
1072,-4.125048
1073,-3.7833722
1074,-3.7833722
1075,-3.7833722
1076,-3.7833722
1077,-3.7833722
1078,-3.7833722
1079,-3.7833722
1080,-3.7833722
1081,-4.0458245
1082,-4.0458245
1083,-4.0458245
1084,-4.0458245
1085,-4.0458245
1086,-4.0458245
1087,-4.0458245
1088,-4.0458245
1089,-3.9632733
1090,-3.9632733
1091,-3.9632733
1092,-3.9632733
1093,-3.9632733
1094,-3.9632733
1095,-3.9632733
1096,-3.9632733
1097,-3.9392822
1098,-3.9392822
1099,-3.9392822
1100,-3.9392822
1101,-3.9392822
1102,-3.9392822
1103,-3.9392822
1104,-3.9392822
1105,-3.758135
1106,-3.758135
1107,-3.758135
1108,-3.758135
1109,-3.758135
1110,-3.758135
1111,-3.758135
1112,-3.758135
1113,-4.120467
1114,-4.120467
1115,-4.120467
1116,-4.120467
1117,-4.120467
1118,-4.120467
1119,-4.120467
1120,-4.120467
1121,-4.1452703
1122,-4.1452703
1123,-4.1452703
1124,-4.1452703
1125,-4.1452703
1126,-4.1452703
1127,-4.1452703
1128,-4.1452703
1129,-3.9142225
1130,-3.9142225
1131,-3.9142225
1132,-3.9142225
1133,-3.9142225
1134,-3.9142225
1135,-3.9142225
1136,-3.9142225
1137,-4.0805054
1138,-4.0805054
1139,-4.0805054
1140,-4.0805054
1141,-4.0805054
1142,-4.0805054
1143,-4.0805054
1144,-4.0805054
1145,-3.9343235
1146,-3.9343235
1147,-3.9343235
1148,-3.9343235
1149,-3.9343235
1150,-3.9343235
1151,-3.9343235
1152,-3.9343235
1153,-3.7271788
1154,-3.7271788
1155,-3.7271788
1156,-3.7271788
1157,-3.7271788
1158,-3.7271788
1159,-3.7271788
1160,-3.7271788
1161,-4.061266
1162,-4.061266
1163,-4.061266
1164,-4.061266
1165,-4.061266
1166,-4.061266
1167,-4.061266
1168,-4.061266
1169,-3.5876153
1170,-3.5876153
1171,-3.5876153
1172,-3.5876153
1173,-3.5876153
1174,-3.5876153
1175,-3.5876153
1176,-3.5876153
1177,-4.0025883
1178,-4.0025883
1179,-4.0025883
1180,-4.0025883
1181,-4.0025883
1182,-4.0025883
1183,-4.0025883
1184,-4.0025883
1185,-4.0269184
1186,-4.0269184
1187,-4.0269184
1188,-4.0269184
1189,-4.0269184
1190,-4.0269184
1191,-4.0269184
1192,-4.0269184
1193,-3.3955574
1194,-3.3955574
1195,-3.3955574
1196,-3.3955574
1197,-3.3955574
1198,-3.3955574
1199,-3.3955574
1200,-3.3955574
1201,-3.9432561
1202,-3.9432561
1203,-3.9432561
1204,-3.9432561
1205,-3.9432561
1206,-3.9432561
1207,-3.9432561
1208,-3.9432561
1209,-3.5651543
1210,-3.5651543
1211,-3.5651543
1212,-3.5651543
1213,-3.5651543
1214,-3.5651543
1215,-3.5651543
1216,-3.5651543
1217,-3.6199472
1218,-3.6199472
1219,-3.6199472
1220,-3.6199472
1221,-3.6199472
1222,-3.6199472
1223,-3.6199472
1224,-3.6199472
1225,-3.7035458
1226,-3.7035458
1227,-3.7035458
1228,-3.7035458
1229,-3.7035458
1230,-3.7035458
1231,-3.7035458
1232,-3.7035458
1233,-3.7367659
1234,-3.7367659
1235,-3.7367659
1236,-3.7367659
1237,-3.7367659
1238,-3.7367659
1239,-3.7367659
1240,-3.7367659
1241,-3.9912932
1242,-3.9912932
1243,-3.9912932
1244,-3.9912932
1245,-3.9912932
1246,-3.9912932
1247,-3.9912932
1248,-3.9912932
1249,-4.090823
1250,-4.090823
1251,-4.090823
1252,-4.090823
1253,-4.090823
1254,-4.090823
1255,-4.090823
1256,-4.090823
1257,-3.9912932
1258,-3.9912932
1259,-3.9912932
1260,-3.9912932
1261,-3.9912932
1262,-3.9912932
1263,-3.9912932
1264,-3.9912932
1265,-3.935721
1266,-3.935721
1267,-3.935721
1268,-3.935721
1269,-3.935721
1270,-3.935721
1271,-3.935721
1272,-3.935721
1273,-3.693827
1274,-3.693827
1275,-3.693827
1276,-3.693827
1277,-3.693827
1278,-3.693827
1279,-3.693827
1280,-3.693827
1281,-3.610689
1282,-3.610689
1283,-3.610689
1284,-3.610689
1285,-3.610689
1286,-3.610689
1287,-3.610689
1288,-3.610689
1289,-4.0577292
1290,-4.0577292
1291,-4.0577292
1292,-4.0577292
1293,-4.0577292
1294,-4.0577292
1295,-4.0577292
1296,-4.0577292
1297,-3.426431
1298,-3.426431
1299,-3.426431
1300,-3.426431
1301,-3.426431
1302,-3.426431
1303,-3.426431
1304,-3.426431
1305,-3.610689
1306,-3.610689
1307,-3.610689
1308,-3.610689
1309,-3.610689
1310,-3.610689
1311,-3.610689
1312,-3.610689
1313,-3.834081
1314,-3.834081
1315,-3.834081
1316,-3.834081
1317,-3.834081
1318,-3.834081
1319,-3.834081
1320,-3.834081
1321,-3.7197275
1322,-3.7197275
1323,-3.7197275
1324,-3.7197275
1325,-3.7197275
1326,-3.7197275
1327,-3.7197275
1328,-3.7197275
1329,-3.891404
1330,-3.891404
1331,-3.891404
1332,-3.891404
1333,-3.891404
1334,-3.891404
1335,-3.891404
1336,-3.891404
1337,-3.5122297
1338,-3.5122297
1339,-3.5122297
1340,-3.5122297
1341,-3.5122297
1342,-3.5122297
1343,-3.5122297
1344,-3.5122297
1345,-3.5944147
1346,-3.5944147
1347,-3.5944147
1348,-3.5944147
1349,-3.5944147
1350,-3.5944147
1351,-3.5944147
1352,-3.5944147
1353,-3.7035458
1354,-3.7035458
1355,-3.7035458
1356,-3.7035458
1357,-3.7035458
1358,-3.7035458
1359,-3.7035458
1360,-3.7035458
1361,-3.65772
1362,-3.65772
1363,-3.65772
1364,-3.65772
1365,-3.65772
1366,-3.65772
1367,-3.65772
1368,-3.65772
1369,-3.6106582
1370,-3.6106582
1371,-3.6106582
1372,-3.6106582
1373,-3.6106582
1374,-3.6106582
1375,-3.6106582
1376,-3.6106582
1377,-3.7579079
1378,-3.7579079
1379,-3.7579079
1380,-3.7579079
1381,-3.7579079
1382,-3.7579079
1383,-3.7579079
1384,-3.7579079
1385,-3.5643184
1386,-3.5643184
1387,-3.5643184
1388,-3.5643184
1389,-3.5643184
1390,-3.5643184
1391,-3.5643184
1392,-3.5643184
1393,-3.7996123
1394,-3.7996123
1395,-3.7996123
1396,-3.7996123
1397,-3.7996123
1398,-3.7996123
1399,-3.7996123
1400,-3.7996123
1401,-3.6670654
1402,-3.6670654
1403,-3.6670654
1404,-3.6670654
1405,-3.6670654
1406,-3.6670654
1407,-3.6670654
1408,-3.6670654
1409,-3.8760412
1410,-3.8760412
1411,-3.8760412
1412,-3.8760412
1413,-3.8760412
1414,-3.8760412
1415,-3.8760412
1416,-3.8760412
1417,-3.5944147
1418,-3.5944147
1419,-3.5944147
1420,-3.5944147
1421,-3.5944147
1422,-3.5944147
1423,-3.5944147
1424,-3.5944147
1425,-4.0067067
1426,-4.0067067
1427,-4.0067067
1428,-4.0067067
1429,-4.0067067
1430,-4.0067067
1431,-4.0067067
1432,-4.0067067
1433,-3.834081
1434,-3.834081
1435,-3.834081
1436,-3.834081
1437,-3.834081
1438,-3.834081
1439,-3.834081
1440,-3.834081
1441,-3.430703
1442,-3.430703
1443,-3.430703
1444,-3.430703
1445,-3.430703
1446,-3.430703
1447,-3.430703
1448,-3.430703
1449,-3.6000607
1450,-3.6000607
1451,-3.6000607
1452,-3.6000607
1453,-3.6000607
1454,-3.6000607
1455,-3.6000607
1456,-3.6000607
1457,-3.5362601
1458,-3.5362601
1459,-3.5362601
1460,-3.5362601
1461,-3.5362601
1462,-3.5362601
1463,-3.5362601
1464,-3.5362601
1465,-3.834081
1466,-3.834081
1467,-3.834081
1468,-3.834081
1469,-3.834081
1470,-3.834081
1471,-3.834081
1472,-3.834081
1473,-3.7941618
1474,-3.7941618
1475,-3.7941618
1476,-3.7941618
1477,-3.7941618
1478,-3.7941618
1479,-3.7941618
1480,-3.7941618
1481,-3.7941618
1482,-3.7941618
1483,-3.7941618
1484,-3.7941618
1485,-3.7941618
1486,-3.7941618
1487,-3.7941618
1488,-3.7941618
1489,-3.8265622
1490,-3.8265622
1491,-3.8265622
1492,-3.8265622
1493,-3.8265622
1494,-3.8265622
1495,-3.8265622
1496,-3.8265622
1497,-3.9545753
1498,-3.9545753
1499,-3.9545753
1500,-3.9545753
1501,-3.9545753
1502,-3.9545753
1503,-3.9545753
1504,-3.9545753
1505,-3.6678696
1506,-3.6678696
1507,-3.6678696
1508,-3.6678696
1509,-3.6678696
1510,-3.6678696
1511,-3.6678696
1512,-3.6678696
1513,-3.9736307
1514,-3.9736307
1515,-3.9736307
1516,-3.9736307
1517,-3.9736307
1518,-3.9736307
1519,-3.9736307
1520,-3.9736307
1521,-3.5858562
1522,-3.5858562
1523,-3.5858562
1524,-3.5858562
1525,-3.5858562
1526,-3.5858562
1527,-3.5858562
1528,-3.5858562
1529,-3.483719
1530,-3.483719
1531,-3.483719
1532,-3.483719
1533,-3.483719
1534,-3.483719
1535,-3.483719
1536,-3.483719
1537,-3.4992785
1538,-3.4992785
1539,-3.4992785
1540,-3.4992785
1541,-3.4992785
1542,-3.4992785
1543,-3.4992785
1544,-3.4992785
1545,-3.3662913
1546,-3.3662913
1547,-3.3662913
1548,-3.3662913
